Model,Username,User_Country,User_Province,User_City,User_PostalCode,Numpublication,NumPublicationAdoption,NumPublicationHelp,NumPublicationStray,NumComment,UserAge,Work,Studies,"Marital Status",Children,Housing,"Other Pets",NumPets,Gender,Specie,Chip,Sex,Race,Age,State
Animal,Vincent,España,Navarra,Lleida,65105,2703,1910,426,367,92,67,Ingeniero,"Negocios y administración, programas multidisciplinarios o generales",,18,bungalows,,18,male,dog,unknown,neutered_female,Basset Azul de Gascuña (Basset Bleu de Gascogne),17,foster
PublicationHelp,Tami,Cuba,Gran Canaria,Basque Country,88382,2582,1230,699,653,1978,92,Historiador,Contabilidad y fiscalización,divorced,12,detached house,turtles,5,nobinary,,,,,0,
Event,Terry,Republica Dominicana,Ibiza,Córdoba,86683,1335,171,827,337,1902,34,Archivólogo,Tecnologías de la información y comunicación,separated,2,attic,,15,female,,,,,0,
Comment,Steven,Singapur,Segovia,Trujillo,26976,2905,1581,900,424,1840,33,Farmacólogo,Ingeniería mecánica y metalurgia,divorced,4,apartment,other,11,other,,,,,0,
Event,Jennifer,Pakistan,Orense,Coín,35624,3859,1784,457,1618,1196,73,Profesor,Magisterio,divorced,0,studio,,17,nobinary,,,,,0,
Event,Alice,Reino Unido,Gran Canaria,Sevilla,45066,3548,1370,1743,435,1737,58,Arquitecto,Administración y gestión de empresas,married,19,apartment,dog,10,other,,,,,0,
PublicationStray,Joseph,Alemania,Granada,Andújar,48454,3924,1739,959,1226,794,40,Enfermero,Magisterio,relationship,2,ground floor with garden,hamster,9,male,,,,,0,
Event,Sheri,Uruguay,Gran Canaria,Jaca,20129,3722,1583,1181,958,660,74,Químico,Bachillerato,married,0,bungalows,turtles,5,female,,,,,0,
PublicationAdoption,Freda,Argentina,Alicante,Huelva,14965,4163,1826,1918,419,768,27,Ingeniero,ESO,single,2,,other,10,female,bunny,,unknow,Lebrel Arabe (Sloughi),2,foster
PublicationHelp,Arlene,España,Lugo,Ourense,24858,2451,1649,141,661,326,23,Psicólogo,Administración y gestión de empresas,divorced,1,duplex,hamster,15,nobinary,,,,,0,
PublicationAdoption,John,Paraguay,Granada,Peñarroya-Pueblonuevo,31509,2037,612,1391,34,255,92,Botánico,Derecho,separated,16,ground floor with garden,dog,1,,hamster,yes,castrated_male,Griffon Bleu de Gascogne,12,unknown
PublicationStray,Mary,Colombia,Castellón,Lleida,71189,1309,753,446,110,370,96,Periodista,Ingeniería Informatica,separated,14,loft,hamster,20,other,,,,,0,
PublicationHelp,Vincent,Republica de Irlanda,Madrid,Cuenca,73424,3906,286,1855,1765,271,7,Biólogo,ESO,separated,9,ground floor with garden,dog,18,other,,,,,0,
PublicationAdoption,Jesse,Republica Dominicana,Málaga,Málaga,86574,4301,1206,1759,1336,1090,11,Cocinero,"Finanzas, banca y seguros",single,9,bungalows,hamster,13,other,bunny,no,intact_female,Saluki,8,vet
PublicationStrayAddress,Dennis,Ecuador,Lanzarote,Sabadell,54345,2171,327,1741,103,1114,73,Politólogo,Mercadotecnia y publicidad,,11,flat,bunny,4,other,,,,,0,
Animal,Violet,Pakistan,Guipuzcoa,Guadalupe,65693,1862,1498,347,17,1328,45,Ingeniero,Derecho,divorced,19,triplex,snake,10,other,other,,intact_male,Sealyham terrier,10,sick
Event,Aretha,El Salvador,El Hierro,Alcántara,63930,2667,378,790,1499,378,75,Técnico de sonido,Negocios y comercio,divorced,5,flat,snake,19,nobinary,,,,,0,
PublicationHelp,Barbara,Nicaragua,Sevilla,Guadix,76406,3055,615,1219,1221,425,5,Historiador,Mercadotecnia y publicidad,divorced,1,quadplex,hamster,9,,,,,,0,
Animal,Ricky,Malta,Pontevedra,Avilés,34122,2582,416,1259,907,550,90,Computista,"Finanzas, banca y seguros",separated,0,semi-detached house,cat,8,female,hamster,unknown,neutered_female,Spaniel de Pont Audemer,16,unknown
Comment,Julie,Guatemala,Albacete,Marchena,68979,4561,1745,1108,1708,1440,29,Paramédico,Negocios y comercio,single,12,semi-detached house,bunny,16,other,,,,,0,
Animal,Henry,Mexico,Jaén,Alcázar de San Juan,61459,3186,1382,306,1498,53,26,Técnico de sonido,Negocios y comercio,,7,quadplex,bunny,1,female,cat,,neutered_female,Ca de Bestiar,20,foster
PublicationStrayAddress,William,Guinea Ecuatorial,Cáceres,Guadalajara,71773,2221,1979,112,130,127,74,Paleontólogo,Tecnología y protección del medio ambiente,married,2,ground floor,turtles,17,other,,,,,0,
PublicationHelp,Kathleen,Bolivia,Alava,Valladolid,79143,3708,1881,241,1586,581,4,Arquitecto,Contabilidad y fiscalización,divorced,14,flat,cat,12,male,,,,,0,
Comment,Douglas,Malta,Lugo,Lorca,83243,872,259,371,242,787,0,Periodista,Psicología,relationship,20,loft,,11,female,,,,,0,
PublicationStrayAddress,Charlotte,Guinea Ecuatorial,Almería,Córdoba,34643,3247,1489,949,809,709,10,,Mercadotecnia y publicidad,married,8,loft,,4,other,,,,,0,
Comment,Donald,Republica Dominicana,Alicante,Jaén,67789,4240,1408,994,1838,1645,82,Historiador,Trabajo y atención social,divorced,20,studio,,0,,,,,,0,
Animal,Raul,El Salvador,Salamanca,Villanueva de la Serena,61743,2315,1439,751,125,122,33,Psicólogo,Magisterio,divorced,1,ground floor with garden,turtles,19,,dog,,intact_male,Slovensky Kopov,13,unknown
Animal,Kathy,Costa Rica,Huelva,Eibar,79399,2944,1317,1313,314,651,98,Cocinero,Ingeniería química,married,11,detached house,other,13,other,bunny,unknown,castrated_male,Setter Inglés,1,other
PublicationStray,Tisa,Alemania,El Hierro,Vilanova i la Geltrú,23426,2704,422,1153,1129,1085,35,Periodista,Economía,,7,semi-detached house,other,20,other,,,,,0,
Event,Justin,Colombia,Burgos,Simancas,34655,2297,204,1787,306,1342,54,Médico cirujano,Ciencias políticas,,1,loft,dog,2,,,,,,0,
Animal,Adam,Francia,Pontevedra,Lugo,17966,2498,1207,693,598,772,43,Enfermero,Ciencias políticas,,6,studio,hamster,9,,hamster,unknown,intact_male,Boyero de las Ardenas,5,dead
PublicationAdoption,Staci,Chile,Tenerife,Carballo,29712,4559,1639,1685,1235,948,28,Químico,Economía,married,1,studio,turtles,15,female,other,yes,neutered_female,Rafeiro do Alentejo,15,sick
Animal,Nancy,Costa Rica,Santa Cruz de Tenerife,Lugo,85337,5214,1588,1946,1680,940,86,Cocinero,Bellas artes,separated,20,,turtles,7,,hamster,yes,unknow,Bedlington Terrier,9,sick
Comment,Kathleen,India,Cantabria,Monforte de Lemos,13107,3269,1869,539,861,586,99,Matemático,Magisterio,relationship,8,triplex,bunny,9,nobinary,,,,,0,
Comment,John,Mexico,Tarragona,Hellín,17219,2649,957,38,1654,1482,99,Sociólogo,Psicología,separated,10,triplex,dog,19,,,,,,0,
PublicationHelp,Kelly,Peru,Málaga,Balearic Islands,10169,3784,597,1711,1476,1197,97,Computista,"Finanzas, banca y seguros",,10,,other,12,male,,,,,0,
Event,William,Alemania,Almería,San Martín del Rey Aurelio,82111,3104,695,544,1865,258,46,Arquitecto,Magisterio,separated,8,ground floor with garden,turtles,6,other,,,,,0,
PublicationHelp,Steve,Guinea Ecuatorial,La Gomera,Teruel,45784,4934,1828,1227,1879,1127,7,Computista,Negocios y comercio,married,15,loft,turtles,10,female,,,,,0,
Animal,Jennifer,Francia,Asturias,Sanlúcar de Barrameda,76943,2168,383,1736,49,233,9,Químico,Bellas artes,divorced,8,semi-detached house,bunny,0,female,other,unknown,castrated_male,Collie de Pelo Largo,19,adopted
PublicationHelp,David,Panama,Pontevedra,Bujalance,65140,1433,448,425,560,441,89,Profesor,Psicología,single,2,ground floor with garden,cat,0,,,,,,0,
PublicationHelp,Edward,Venezuela,Gran Canaria,Torrelavega,36481,2316,222,729,1365,1129,71,Secretaria,Ingeniería mecánica y metalurgia,,11,flat,,10,other,,,,,0,
Animal,Mindy,Colombia,Lanzarote,Almendralejo,49900,4436,817,1781,1838,983,68,Computista,Sociología y antropología,,15,apartment,snake,13,other,bunny,unknown,neutered_female,Grifon Belga,14,sick
PublicationAdoption,John,Guinea Ecuatorial,Huelva,Santander,55453,2665,602,1927,136,1950,47,Arquitecto,Bachillerato,single,17,,other,16,male,turtles,,intact_male,Terranova (Newfoundland),20,vet
Event,Becky,España,Santa Cruz de Tenerife,Telde,91561,2527,437,1954,136,598,78,Politólogo,Mercadotecnia y publicidad,,20,bungalows,cat,7,female,,,,,0,
Event,Wanda,Guinea Ecuatorial,Albacete,Getxo,51191,3284,1104,1187,993,1676,30,Cerrajero,Tecnología y protección del medio ambiente,divorced,7,duplex,turtles,9,male,,,,,0,
Event,Paula,Mexico,Girona,Arcos de la Frontera,28867,2493,791,274,1428,425,42,Médico cirujano,Contabilidad y fiscalización,relationship,8,apartment,dog,15,other,,,,,0,
PublicationAdoption,Ellen,Ecuador,Zaragoza,El Escorial,92163,2433,1780,139,514,1092,13,Artesano,Trabajo y atención social,married,9,bungalows,turtles,15,nobinary,snake,no,neutered_female,Caniche Toy (Toy Poodle),0,vet
PublicationAdoption,Danny,India,Soria,Salamanca,59890,2732,454,1428,850,1117,31,Químico,Ciencias políticas,single,11,triplex,turtles,9,other,hamster,unknown,unknow,Gos dAtura Catalá,15,foster
PublicationHelp,Michael,Nicaragua,Guipuzcoa,Mieres,47671,3039,1313,914,812,1055,63,Técnico de sonido,Ciencias políticas,single,2,quadplex,,18,female,,,,,0,
Comment,Kathryn,India,Girona,Martos,39171,1850,1535,125,190,706,6,Físico,Criminología,relationship,19,detached house,cat,1,other,,,,,0,
PublicationHelp,April,Alemania,Ceuta,Melilla,82188,1546,12,1495,39,82,15,Paleontólogo,Psicología,single,9,bungalows,,19,male,,,,,0,
Event,Priscilla,Singapur,Ciudad Real,Lora del Río,44483,2588,1469,1012,107,419,35,Paleontólogo,Negocios y comercio,relationship,5,attic,cat,17,nobinary,,,,,0,
PublicationStray,Eric,Chile,Castellón,Galicia,49738,4709,1133,1628,1948,1552,47,Matemático,Ciencias políticas,,3,detached house,dog,0,other,,,,,0,
PublicationAdoption,Irene,Guinea Ecuatorial,Soria,Chiclana de la Frontera,77902,2794,1207,0,1587,512,31,Bibliotecólogo,Economía,single,7,ground floor with garden,other,19,nobinary,hamster,unknown,intact_female,Sabueso de Posavaz,11,other
PublicationAdoption,David,Mexico,Cádiz,Dos Hermanas,47848,3318,1101,713,1504,1183,78,Historiador,Ingeniería mecánica y metalurgia,divorced,16,studio,hamster,7,nobinary,cat,unknown,intact_male,Cao da Serra de Aires,4,other
Event,Ivy,Francia,La Palma,Ciudad Real,19503,2546,838,535,1173,1877,47,Geógrafo,Tecnologías de la información y comunicación,,19,detached house,hamster,18,,,,,,0,
PublicationHelp,Kevin,Reino Unido,Soria,Villanueva de la Serena,62900,3131,1350,1449,332,39,54,Frutero,Bachillerato,single,11,detached house,dog,17,other,,,,,0,
Comment,Mary,Peru,Badajoz,Vilanova i la Geltrú,58486,5081,1565,1964,1552,393,92,Lavandero,Ingeniería Informatica,married,18,attic,,9,female,,,,,0,
PublicationStrayAddress,Richard,Cuba,Toledo,Ronda,97809,3491,1475,577,1439,832,89,Médico cirujano,Derecho,divorced,14,semi-detached house,cat,14,male,,,,,0,
Comment,Brooks,Republica de Irlanda,La Gomera,Cuenca,56522,2078,1083,757,238,942,37,Politólogo,Trabajo y atención social,single,14,triplex,,10,,,,,,0,
Animal,Randall,Panama,Barcelona,Girona,11287,2121,426,1017,678,1978,0,Mecánico,Tecnologías de la información y comunicación,single,1,ground floor with garden,dog,0,male,bunny,no,intact_female,Grifon Belga,7,sick
PublicationAdoption,Edith,Venezuela,Tenerife,Barakaldo,69857,1296,834,60,402,978,74,Cerrajero,Bachillerato,married,4,attic,other,16,male,cat,no,intact_male,Grand Anglo Francais Tricoleur,14,other
PublicationAdoption,Carl,Pakistan,Córdoba,Pola de Siero,59944,3792,1549,1492,751,1596,75,Archivólogo,Psicología,separated,20,detached house,other,1,male,hamster,,neutered_female,Foxhound Inglés,17,adopted
Event,Marian,Uruguay,Lérida,Málaga,47472,4494,851,1932,1711,484,72,Carpintero,Sociología y antropología,separated,11,studio,dog,2,female,,,,,0,
PublicationAdoption,Millicent,Colombia,Gran Canaria,Lebrija,84660,2953,419,761,1773,861,48,Arquitecto,Criminología,single,18,detached house,dog,2,female,bunny,,intact_male,Terrier cazador alemán,8,adopted
PublicationStrayAddress,Tamara,El Salvador,Cantabria,Villarrobledo,37712,4337,1842,1063,1432,1048,85,,Ingeniería química,single,6,flat,hamster,10,,,,,,0,
PublicationStrayAddress,Willie,Colombia,Vizcaya,Trujillo,79202,2614,1485,566,563,30,74,Archivólogo,Bachillerato,divorced,20,bungalows,snake,18,other,,,,,0,
Event,Ruth,Republica Dominicana,Lugo,Guadalajara,93600,3175,741,1075,1359,1312,78,Lechero,Tecnologías de la información y comunicación,single,5,flat,snake,19,male,,,,,0,
Animal,Alicia,Panama,Málaga,Mondoñedo,73260,3135,790,618,1727,505,0,Periodista,Ingeniería mecánica y metalurgia,single,7,attic,cat,4,nobinary,turtles,yes,unknow,Terrier cazador alemán,12,vet
Comment,Christine,Chile,Lérida,Portugalete,58366,3554,1266,643,1645,1395,62,Músico,Sociología y antropología,married,13,semi-detached house,snake,16,other,,,,,0,
PublicationStrayAddress,James,Chile,Valencia,Mataró,36718,2052,359,1524,169,203,72,Cocinero,"Finanzas, banca y seguros",separated,3,studio,dog,13,female,,,,,0,
PublicationStray,Jaime,Malta,Zamora,Priego de Córdoba,55311,4212,1229,1603,1380,1590,40,Químico,ESO,single,17,,bunny,20,female,,,,,0,
Event,Howard,Venezuela,Guadalajara,Reus,64486,1830,1225,406,199,1412,95,Lechero,Derecho,married,9,studio,other,11,other,,,,,0,
Animal,Richard,Costa Rica,Tenerife,Mondoñedo,59795,5053,1708,1589,1756,1422,85,Físico,Ingeniería mecánica y metalurgia,single,0,apartment,turtles,6,male,dog,no,intact_female,English Toy Terrier,14,sick
Animal,Gilbert,Colombia,Lugo,Cartagena,84717,4187,1556,955,1676,289,56,Biólogo,Ingeniería Informatica,relationship,14,flat,cat,16,nobinary,snake,yes,castrated_male,Bosnian Hound,11,dead
PublicationAdoption,Irma,Costa Rica,Ibiza,Córdoba,65742,2593,1152,118,1323,1610,14,Sociólogo,Bachillerato,,9,ground floor,turtles,20,other,hamster,no,castrated_male,Collie de Pelo Largo,17,other
PublicationStray,Brenda,Reino Unido,Huesca,Ciudad Rodrigo,99953,2132,553,861,718,1987,75,Politólogo,Administración y gestión de empresas,separated,9,detached house,cat,8,nobinary,,,,,0,
PublicationStrayAddress,Ela,España,Menorca,Eibar,59534,3822,323,1823,1676,1273,54,Electricista,Psicología,separated,15,bungalows,,4,nobinary,,,,,0,
PublicationStrayAddress,Helen,Argentina,Madrid,Zamora,56766,3290,1426,407,1457,441,70,Bibliotecólogo,Psicología,,18,studio,cat,11,female,,,,,0,
Comment,Mary,Paraguay,León,Arcos de la Frontera,49070,4915,1937,992,1986,533,53,Geógrafo,Bellas artes,,7,semi-detached house,,17,,,,,,0,
PublicationHelp,Ronald,Singapur,Alava,Lucena,40167,1649,700,741,208,1926,80,Secretaria,Tecnología y protección del medio ambiente,separated,11,,cat,13,other,,,,,0,
Animal,Arnold,El Salvador,Almería,Maó,39208,2683,1478,947,258,1695,84,,Bachillerato,relationship,3,attic,turtles,13,female,cat,,castrated_male,Ariegeois,17,vet
PublicationAdoption,Lula,Panama,Toledo,Salamanca,70978,4699,1475,1872,1352,1193,21,Paleontólogo,Criminología,separated,19,ground floor with garden,snake,4,,turtles,yes,neutered_female,Husky Siberiano (Siberian Husky),20,dead
Animal,Alyssa,Chile,Valencia,Catalonia,78759,2728,273,1997,458,856,87,Paramédico,"Finanzas, banca y seguros",relationship,15,bungalows,,20,other,bunny,yes,neutered_female,Laika de Siberia Oriental,6,adopted
PublicationStray,Mario,Chile,León,Ciudad Real,85709,3351,581,951,1819,833,74,Filólogo,Criminología,relationship,8,ground floor,snake,5,,,,,,0,
PublicationHelp,Peter,Republica de Irlanda,Mallorca,Murcia,39791,2087,1378,476,233,1906,62,Enfermero,Administración y gestión de empresas,relationship,14,apartment,hamster,18,other,,,,,0,
PublicationStray,Marilyn,Mexico,Vizcaya,Santa Coloma de Gramenet,60796,3307,1456,1114,737,436,54,Músico,"Finanzas, banca y seguros",separated,12,triplex,snake,16,nobinary,,,,,0,
Comment,William,Republica Dominicana,Soria,Sanlúcar de Barrameda,96989,4657,1998,945,1714,1978,99,Psicólogo,Psicología,separated,14,attic,turtles,17,female,,,,,0,
Animal,Loretta,Francia,Málaga,Jaén,39143,1648,260,960,428,904,44,Químico,Magisterio,married,4,flat,,3,male,other,no,neutered_female,Jindo Coreano,10,unknown
PublicationAdoption,Joshua,Reino Unido,Cáceres,Ciudad Rodrigo,15074,995,580,292,123,1463,93,Politólogo,"Negocios y administración, programas multidisciplinarios o generales",separated,19,duplex,snake,1,other,turtles,,castrated_male,Collie de Pelo Largo,15,foster
Event,Angela,Mexico,Barcelona,Guadalajara,54681,2636,726,1301,609,889,4,Mecánico,Bellas artes,single,11,studio,turtles,17,,,,,,0,
PublicationAdoption,Eva,Costa Rica,Guadalajara,Osuna,29990,2968,1843,878,247,709,44,Artesano,Negocios y comercio,separated,13,duplex,cat,5,male,dog,yes,castrated_male,Ariegeois,3,vet
PublicationHelp,William,Cuba,Mallorca,Sevilla,80861,1878,528,360,990,1921,26,Físico,"Finanzas, banca y seguros",relationship,17,detached house,cat,14,male,,,,,0,
PublicationHelp,Johnny,Pakistan,Guipuzcoa,Aranjuez,70409,3451,967,1683,801,709,79,Lechero,"Finanzas, banca y seguros",,3,loft,hamster,7,,,,,,0,
Animal,Christopher,India,Mallorca,Portugalete,15203,2249,244,1364,641,1221,4,Ingeniero,Negocios y comercio,divorced,14,bungalows,,7,male,snake,no,neutered_female,English Springer Spaniel,20,sick
PublicationHelp,Brian,Singapur,Orense,El Puerto de Santa María,76269,3750,625,1866,1259,653,28,Lavandero,Sociología y antropología,,7,semi-detached house,cat,3,,,,,,0,
PublicationAdoption,Richard,Nicaragua,Cádiz,Antequera,90057,1756,648,1007,101,978,39,Músico,Economía,relationship,1,studio,turtles,4,female,other,no,unknow,Terrier tibetano,13,unknown
PublicationHelp,Patricia,Guinea Ecuatorial,Tenerife,El Puerto de Santa María,49495,4251,1855,450,1946,1933,21,Mecánico,"Negocios y administración, programas multidisciplinarios o generales",,6,quadplex,turtles,4,nobinary,,,,,0,
PublicationStrayAddress,Evelyn,España,Córdoba,Plasencia,50598,4790,1932,1162,1696,1864,35,Periodista,Ingeniería Informatica,relationship,7,attic,dog,9,other,,,,,0,
PublicationHelp,Antoinette,Colombia,La Rioja,Motril,85206,943,254,97,592,88,21,Archivólogo,"Finanzas, banca y seguros",divorced,20,ground floor,other,3,nobinary,,,,,0,
Event,Michael,Ecuador,Las Palmas de Gran Canaria,Irun,15169,1622,368,1230,24,1812,79,Contador,"Negocios y administración, programas multidisciplinarios o generales",divorced,13,ground floor with garden,,8,nobinary,,,,,0,
PublicationStray,Michael,Honduras,Lanzarote,Arucas,21548,2420,739,789,892,502,2,Farmacólogo,"Negocios y administración, programas multidisciplinarios o generales",single,12,attic,cat,8,female,,,,,0,
PublicationAdoption,Sherman,España,Lugo,Utrera,86329,2239,112,240,1887,1755,72,Abogado,Ingeniería mecánica y metalurgia,divorced,11,ground floor,,17,female,other,no,intact_male,Braco de Auvernia,17,vet
Comment,Tia,Singapur,Formentera,Sabadell,79001,1193,228,157,808,1680,24,Químico,Tecnologías de la información y comunicación,divorced,18,bungalows,snake,6,other,,,,,0,
PublicationStrayAddress,Anna,Uruguay,Málaga,Guernica,56244,976,424,197,355,1237,53,Geógrafo,Psicología,divorced,2,attic,turtles,7,male,,,,,0,
Comment,Kathleen,Malta,Mallorca,Valdepeñas,65388,3559,1828,1218,513,1748,69,Contador,Derecho,relationship,4,quadplex,turtles,11,female,,,,,0,
Comment,Kandi,Panama,Tenerife,Aranjuez,61804,2083,913,175,995,195,79,Electricista,Bellas artes,separated,14,attic,other,0,male,,,,,0,
Comment,Kenneth,India,Lérida,Peñarroya-Pueblonuevo,32770,4177,1953,1601,623,1071,34,Ingeniero,"Finanzas, banca y seguros",single,4,loft,snake,2,male,,,,,0,
Event,Michael,Malta,Cádiz,Cáceres,67996,4769,1550,1764,1455,83,70,Carpintero,Ingeniería Informatica,divorced,2,semi-detached house,bunny,7,other,,,,,0,
PublicationStray,Marshall,Reino Unido,Girona,Guadalajara,21291,2242,295,641,1306,512,53,Politólogo,Mercadotecnia y publicidad,single,10,semi-detached house,bunny,4,,,,,,0,
PublicationStray,Brian,Panama,Salamanca,Lleida,52158,1409,239,28,1142,456,66,Enfermero,Sociología y antropología,married,15,studio,cat,10,nobinary,,,,,0,
Comment,Ethel,Nicaragua,Tenerife,L’Hospitalet de Llobregat,22449,3742,1534,1397,811,1831,73,,Tecnologías de la información y comunicación,separated,17,ground floor,turtles,15,other,,,,,0,
PublicationStray,Samantha,Guatemala,Barcelona,Las Palmas,46510,2809,376,1829,604,690,0,,Ciencias políticas,separated,7,bungalows,,16,,,,,,0,
